datetime,n_held,overlap_with_top20_same_day,overlap_with_top20_lag1_signal,n_outside_top20_lag1,mean_held_rank,max_held_rank,cash_weight,weight_l1_dev_from_ew,max_stock_weight,min_stock_weight,bench,static_top20_today_excess_label,static_top20_lag1_excess_label,static_top20_today_excess_cc,static_top20_lag1_excess_cc,held_ew_excess_label,held_ew_excess_cc,held_weighted_excess_label,held_inside_lag_top20_excess_label,held_outside_lag_top20_excess_label,portfolio_excess_with_cost,portfolio_excess_without_cost,portfolio_cost
2020-02-12,20,0.2,0.1,18,163.55,460.0,0.0,0.04773933367554684,0.056013305330617276,0.04469130851836871,0.002892732620239258,-0.005610740184783936,-0.005961945652961731,,,-0.00463879406452179,1.2827778118662535e-05,-0.004821399047294861,-0.02424311637878418,-0.0024605360296037463,-0.005870844009965185,-0.005850067835728386,2.0776174236798318e-05
2020-02-13,20,0.1,0.3,14,197.1,482.0,0.0,0.047199741084111894,0.056409477561462376,0.04388869803114088,-0.0003605484962463379,-0.005420142412185669,-0.0008219927549362183,,,0.0014840036630630494,-0.0029734749026829378,0.0019842710710609433,0.01059010624885559,-0.00241861173084804,0.0019858547037250704,0.002004649918673427,1.879521494835648e-05
2020-02-14,20,0.05,0.2,16,235.6,498.0,0.0,0.04842558050332339,0.05646741337738449,0.044198110082698555,-0.00018036365509033203,0.005773910880088806,0.012023338675498962,,,0.010736888647079468,0.0005090522095997585,0.010869699040660269,0.015338987112045288,0.009586364030838013,-0.003905821047218401,-0.0038862995394884684,1.9521507729932606e-05
2020-02-18,20,0.15,0.15,17,218.9,504.0,0.0,0.050292833464288006,0.057851330863333605,0.046357418731326296,0.001262664794921875,0.0030385851860046387,0.0035388946533203127,,,-0.00960407555103302,0.0002789990452583879,-0.009395071140257217,0.015035231908162435,-0.013952188632067512,0.0005709206882820085,0.0005898695184519362,1.8948830169927744e-05
2020-02-19,20,0.05,0.25,15,224.55,487.0,2.220446049250313e-16,0.051152162663801536,0.05937440896834826,0.04631307862506947,-0.014952242374420166,0.003788086771965027,0.004403454065322876,,,-0.0009213805198669434,0.02137974458601093,-0.0011966588705155088,0.004260241985321045,-0.002648588021596273,0.008970358404586163,0.008989555475769816,1.9197071183653586e-05
2020-02-20,20,0.05,0.15,17,256.65,462.0,0.0,0.04850536673193449,0.05818899977088919,0.04609007454516961,-0.0371251106262207,0.006611934304237366,-0.0071322649717330934,,,-6.959438323974609e-05,0.037797822544234805,-0.00025347183233873663,-0.024041374524434406,0.004160719759324018,-0.009305302659131254,-0.009287122715304868,1.8179943826387572e-05
2020-02-21,20,0.05,0.15,17,246.6,470.0,-2.220446049250313e-16,0.0431929088181321,0.05502446449199626,0.04571852742659651,-0.03209877014160156,-0.01029733419418335,-0.008053871989250182,,,-0.003327891230583191,0.018553839319065447,-0.0031752101581448045,-0.01291330655415853,-0.001636347349952249,-0.0006007762513883084,-0.0005803371054430521,2.0439145945256343e-05
2020-02-24,20,0.05,0.15,17,257.65,493.0,0.0,0.041741210645234915,0.05422872836834113,0.04454757253459894,0.021389365196228027,-0.03175713121891022,-0.03271973133087158,,,-0.03174002170562744,-0.05861116136657074,-0.031507710778144245,-0.033637026945749916,-0.031405256075017596,0.0012279965414384887,0.0012469548963951957,1.8958354956706867e-05
2020-02-25,20,0.05,0.15,17,231.15,485.0,5.551115123125783e-16,0.045292558470820726,0.05547871258389313,0.04671687147877978,-0.02439969778060913,-0.01622627377510071,-0.0086502343416214,,,-0.01337130069732666,-0.005492195417173207,-0.013697204492370869,0.004586915175120036,-0.016540397615993723,-0.002130963581111253,-0.0021130173296456597,1.794625146559327e-05
2020-02-26,20,0.1,0.15,17,273.95,499.0,4.440892098500626e-16,0.04487782030198762,0.056522394595956295,0.04574610739379699,-0.025994479656219482,0.05028065741062164,0.02541593909263611,,,0.021676629781723022,0.01564261110906955,0.021734504178930452,0.04977750778198242,0.016717651311089012,-0.02957236353675924,-0.029553230880127172,1.9132656632067627e-05
2020-02-27,20,0.15,0.2,16,194.8,484.0,-2.220446049250313e-16,0.039193736289699306,0.05576407903453567,0.04667477212393836,0.029114484786987305,-0.017098864912986754,-0.007957923412322997,,,-0.0011064469814300536,-0.0736328249797225,-0.0006149958110948572,-0.029259607195854187,0.00593184307217598,-0.015699955258273463,-0.0156812002848234,1.8754973450062488e-05
2020-02-28,20,0.25,0.25,15,144.1,482.0,-2.220446049250313e-16,0.04543345237745889,0.055180223574355695,0.04508857269643053,-0.04027509689331055,0.006118470430374145,,,,,0.04706719483074266,,,0.017544062932332356,0.030818027081015015,0.03083670448170085,1.8677400685834763e-05
2020-03-02,20,0.2,0.35,13,230.55,497.0,1.1102230246251565e-16,0.04955383667109552,0.05719426747928951,0.04515222986311788,0.03459572792053223,0.012939965724945069,-0.0009606629610061646,,,,-0.0100507331721019,,-0.005141862801143101,,-0.0031737537029602036,-0.0031540648261600586,1.968887680014488e-05
2020-03-03,20,0.2,0.3,14,166.47368421052633,390.0,1.1102230246251565e-16,0.05558999363473198,0.05679739745373585,0.04494656914539951,-0.05025726556777954,-0.007741054892539978,0.003808492422103882,,,-0.0025161442003752057,0.018594057470756143,-0.0007083226400610028,-0.032261431217193604,0.011212449807387132,0.010125878322987504,0.010144662101096047,1.878377810854325e-05
2020-03-04,21,0.05,0.3,15,173.5,349.0,1.1102230246251565e-16,0.11316472086197787,0.05714236567049368,0.024135782828794777,-0.013125002384185791,-0.004415875673294068,-0.009242218732833863,,,-0.010995587706565857,0.04604981355369091,-0.010242598363838389,0.005679627259572347,-0.018142108406339372,-0.0034057128124611153,-0.0033960297253700575,9.6830870910578e-06
2020-03-05,21,0.05,0.1,19,250.65,503.0,0.0,0.14494772713693369,0.06367536095127652,0.02244928043468179,-0.028710126876831055,-0.1120811641216278,-0.039502760767936705,,,-0.0850708931684494,-0.026191929820924997,-0.0807216492319642,-0.04511302709579468,-0.08951065606541103,0.0012174749699626227,0.0012282581435113862,1.0783173548763503e-05
2020-03-06,21,0.15,0.1,19,171.45,498.0,0.0,0.1506363678271245,0.06245924469147198,0.022768840294472525,0.05585741996765137,0.012629148364067078,0.0002979069948196411,,,-0.01250145137310028,-0.08163419482007157,-0.016096534465145147,-0.05213424563407898,-0.00809780756632487,-0.01157401698989125,-0.011565381593608332,8.635396282917135e-06
2020-03-09,21,0.1,0.15,18,156.7,425.0,-4.440892098500626e-16,0.20151367807473403,0.06767090158002434,0.022178846574156977,-0.07945656776428223,-2.944767475128174e-05,0.003221309185028076,,,0.007949405908584594,-0.03690933436155319,0.017157834412244003,-0.05765263239542643,0.01952623619752772,-0.07096706788339158,-0.07095868449381039,8.383389581184076e-06
2020-03-10,21,0.1,0.15,18,195.9,457.0,1.1102230246251565e-16,0.20317061543256476,0.06815304373811626,0.024293398389646555,-0.11001789569854736,-0.0463443785905838,-0.05398191511631012,,,-0.036831635236740115,0.15691973596112802,-0.02697168650643805,-0.10386085510253906,-0.02500294937806971,-0.019868226306268996,-0.01985789968067691,1.0326625592088114e-05
2020-03-11,21,0.15,0.1,19,186.7,471.0,-4.440892098500626e-16,0.23100580529409798,0.06795443286046585,0.023977250227969513,0.2042713165283203,-0.09317668676376342,-0.08474933505058288,,,-0.08162493109703065,-0.2742350173881277,-0.08891032053544894,-0.068808913230896,-0.08304893308215672,0.019292205759564526,0.019296664707720193,4.458948155668366e-06
2020-03-12,21,0.0,0.2,17,201.2,487.0,0.0,0.2823088160754385,0.07399315289568245,0.018280352676323535,-0.10870015621185303,-0.04060643911361694,-0.06182585060596466,,,-0.0338722288608551,-0.03898574076592922,-0.019562110670648447,-0.030000507831573486,-0.03484015911817551,-0.01576565646349411,-0.01576154437660518,4.112086888929138e-06
2020-03-13,21,0.1,0.05,20,236.75,485.0,-2.220446049250313e-16,0.2641089081007853,0.07064639140305896,0.019036636732075136,0.09691011905670166,-0.06279020011425018,-0.04454753696918488,,,-0.08095274865627289,0.0241396127268672,-0.06400882415997373,-0.0957111120223999,-0.08017599268963463,-0.09911988303488564,-0.09911234519461061,7.5378402750251405e-06
2020-03-16,21,0.05,0.15,18,263.55,496.0,0.0,0.32534149177266986,0.08181663598639875,0.02118165912550504,0.00874948501586914,-0.10984354317188263,-0.06830432116985322,,,-0.0707118034362793,-0.16075374688953162,-0.05350840314056514,-0.1372714638710022,-0.058965981006622314,-0.01734076970450435,-0.0173367555790441,4.01412546025014e-06
2020-03-17,21,0.1,0.1,19,249.35,490.0,0.0,0.36345041392853,0.08421641258535616,0.01870802378663671,-0.04654115438461304,0.14746402204036713,0.10577479302883148,,,0.09223493039608002,0.06634227347676643,0.06349533244866061,0.14407455921173096,0.08647497163878547,-0.06627684974053938,-0.06627290205360235,3.947686937030824e-06
2020-03-18,21,0.1,0.15,18,240.15,479.0,1.1102230246251565e-16,0.4020807685114288,0.08996916823539056,0.014018579296383737,0.012868881225585938,-0.022851848602294923,-0.022065949440002442,,,-0.06280722618103027,-0.07273582306806929,-0.06489589887819201,0.013415694236755371,-0.07625832978416891,-0.04610292195767982,-0.046096195011449265,6.726946230560379e-06
2020-03-19,21,0.0,0.1,19,192.2,397.0,3.3306690738754696e-16,0.36963071449702595,0.0889899957582907,0.017947190376174187,-0.031982481479644775,0.027279821038246155,0.021594637632369997,,,-0.000645148754119873,0.09664151803590357,0.0007467958921210131,0.0620308518409729,-0.007609148820241292,0.06528634805368208,0.06529219050195681,5.8424482747316295e-06
2020-03-20,21,0.0,0.05,20,238.75,470.0,-2.220446049250313e-16,0.36417029173177884,0.08675498537346048,0.019129376800674773,0.08259785175323486,0.09665787220001221,0.07085707485675811,,,0.09045946598052979,-0.1288275885861367,0.05053024512229189,0.05092668533325195,0.09254013864617598,-0.059918450569750085,-0.05991486367969357,3.586890056511115e-06
2020-03-23,21,0.0,0.0,21,253.0,496.0,3.3306690738754696e-16,0.3772799392265154,0.08746915332933428,0.018930083696023035,-0.039715707302093506,0.08777477145195008,0.1002366304397583,,,0.07327142953872681,0.010454700468108058,0.05930023551180341,,0.07327142953872681,0.003608565075241296,0.0036174718934434205,8.90681820212449e-06
2020-03-24,21,0.05,0.0,21,182.3,494.0,1.1102230246251565e-16,0.3233712883051421,0.07591759850433599,0.019198386959384677,0.09882450103759766,-0.050981321930885316,-0.038138154149055484,,,-0.05719254314899445,0.05486651873216033,-0.053801248823381415,,-0.05719254314899445,0.03455069249273295,0.034558730494068615,8.038001335665494e-06
2020-03-25,21,0.1,0.1,19,161.2,493.0,-6.661338147750939e-16,0.29355671962164337,0.06931257456852338,0.019648517013155235,-0.012876331806182861,-0.06702106893062591,-0.027927976846694947,,,-0.03001410961151123,0.04645660638343543,-0.021636192279061946,-0.02919909358024597,-0.03010466694831848,0.058085208767191775,0.05808912230414819,3.913536956415246e-06
2020-03-26,21,0.0,0.15,18,255.9,495.0,1.1102230246251565e-16,0.28373022332900727,0.06926449689027944,0.019827887379084735,0.010636210441589355,-0.015587145090103149,-0.04574742019176483,,,-0.0067014932632446286,0.04000182072632015,0.004103452571191941,-0.0651992956797282,0.003621648339664235,-0.0510823176236451,-0.05107279512319644,9.522500448662424e-06
2020-03-27,21,0.05,0.0,21,306.0,482.0,0.0,0.2995559634854122,0.07118765071908967,0.018325607397444918,-0.040309786796569824,0.017577555775642396,0.014567187428474427,,,0.03175264000892639,-0.006037860200740397,0.03256866130136983,,0.03175264000892639,-0.02068803602672539,-0.020678146965149538,9.889061575849518e-06
2020-03-30,21,0.1,0.1,19,274.7,504.0,2.220446049250313e-16,0.3189320089710498,0.07321839556921299,0.017793499898229037,0.007862687110900879,-0.079790598154068,-0.07737413048744202,,,-0.07779742777347565,-0.003944374667480588,-0.06315234650949805,-0.05169728398323059,-0.08069744375016955,0.004841497995756296,0.004853305263950256,1.1807268193959634e-05
2020-03-31,21,0.1,0.15,18,283.8,505.0,-2.220446049250313e-16,0.31116482216323216,0.07381133468230748,0.017423655735201278,0.022377371788024902,-0.06432354748249054,-0.014827030897140502,,,-0.005940088629722595,-0.03209857612964697,-0.0008539051126249104,0.00039261579513549805,-0.007057624704697553,0.03138165720922576,0.03138659452351996,4.937314294199114e-06
2020-04-01,21,0.15,0.15,18,189.65,502.0,2.220446049250313e-16,0.34258832473896217,0.07776225730722827,0.015870727740873423,-0.00803220272064209,-0.0034966498613357546,0.00641402006149292,,,0.012159246206283569,-0.061938578973058614,0.012794791653561717,0.027692019939422607,0.009418168488670798,-0.05518368529375916,-0.05517275343668332,1.0931857075836281e-05
2020-04-02,21,0.15,0.2,17,224.65,503.0,0.0,0.35770892728706255,0.07908424203826503,0.015449738762661586,0.04230773448944092,,,,,0.055682134628295896,-0.031124311801977455,0.03665371521296754,0.11117628216743469,0.0418085977435112,-0.004791553072259893,-0.00478455175635651,7.001315903382734e-06
2020-04-03,21,0.05,0.15,18,248.15,506.0,2.220446049250313e-16,0.3621608976148765,0.08062587720290164,0.01526229345072707,-0.014177560806274414,0.05877574384212494,,,,0.05694008767604828,0.010410378727829083,0.03867860665033729,0.09997697671254475,0.049345342551960665,0.011464667685741564,0.011476108826996376,1.1441141254812002e-05
2020-04-06,21,0.0,0.05,20,306.25,484.0,0.0,0.33529226716663346,0.07555154634091106,0.017114738005377557,0.02698969841003418,0.018884250521659852,0.03354628682136536,,,0.016546797752380372,0.07482385188341141,0.012240006853852205,0.02622544765472412,0.016037395125941226,0.036301384368531406,0.0363143965356838,1.3012167152393376e-05
2020-04-07,21,0.05,0.05,20,274.35,473.0,0.0,0.3067472931376401,0.07216206605306846,0.018617097316719646,0.020141959190368652,-0.014316877722740174,0.004354387521743774,,,0.013957300782203674,0.02353354630758986,0.006012511122972842,0.061652183532714844,0.011447043795334665,0.03473731684825355,0.03474295542906139,5.638580807839868e-06
2020-04-08,21,0.2,0.1,19,210.55,486.0,-2.220446049250313e-16,0.2940651607102366,0.06765899781258064,0.01895985846294539,-0.003948807716369629,-0.023618811368942262,-0.008647006750106812,,,-0.019606524705886842,0.05241858479566872,-0.015814226777849695,-0.011297017335891724,-0.020529803302552965,0.012853817179082266,0.012865229903433952,1.1412724351684933e-05
2020-04-09,21,0.05,0.25,16,230.25,498.0,0.0,0.2881362047418946,0.06762596116343761,0.018937356308356655,0.019445061683654785,-0.019160196185112,-0.01693831980228424,,,0.002779152989387512,0.016425426659407095,0.00256047362009284,-0.016100406646728516,0.009072339534759522,0.004439199786952248,0.004448569958304734,9.37017135248603e-06
2020-04-13,21,0.05,0.05,20,244.15,483.0,0.0,0.29358835975988995,0.06789139786187699,0.018548420235216204,-0.01555556058883667,-0.031233492493629455,-0.042363214492797854,,,-0.026866060495376588,-0.007301455840934068,-0.021320122308900992,-0.009919703006744385,-0.027757974047409862,-0.013406697856324404,-0.013395016117424278,1.1681738900126425e-05
2020-04-14,21,0.0,0.1,19,343.3,504.0,-2.220446049250313e-16,0.28907946709785115,0.06817155661572273,0.019741974589191424,0.010158061981201172,-0.0269393265247345,-0.033329752087593076,,,-0.01906130909919739,0.010941609041765332,-0.013195749805911575,-0.057981908321380615,-0.014736798074510362,-6.092241896627555e-05,-5.38989319142924e-05,7.023487051983145e-06
2020-04-15,21,0.0,0.05,20,303.95,502.0,-2.220446049250313e-16,0.29746545749075154,0.07044670965575478,0.018697488511788905,0.017132163047790527,0.055328524112701415,0.03897942304611206,,,0.030605044960975648,-0.06178375047747977,0.020431879752849873,0.08862626552581787,0.027551296510194476,-0.01992654168558669,-0.019922835911586244,3.7057740004478596e-06
2020-04-16,21,0.05,0.05,20,240.25,503.0,1.1102230246251565e-16,0.31629470119332215,0.07192289782167113,0.017749160885725493,-0.012998878955841064,-0.010118702054023742,-0.005191770195960998,,,-0.011411046981811524,0.002646968816407025,-0.0050077889184000175,0.008417785167694092,-0.012454669726522346,-0.012570937225289108,-0.01255843770340679,1.2499521882317531e-05
2020-04-17,21,0.05,0.1,19,254.35,505.0,0.0,0.29207589108670073,0.07193610006870814,0.01873076977330468,-0.048228561878204346,0.02543165385723114,0.02413116693496704,,,0.024814799427986145,0.10066246730348212,0.0242325472514886,-0.0016130506992340088,0.027751227219899494,0.02019145845599484,0.020198638665979554,7.180209984714208e-06
2020-04-20,21,0.1,0.1,19,202.05,489.0,0.0,0.3086216538567673,0.07329229480628514,0.01768763193571431,0.018709897994995117,0.0014873683452606202,-0.007908830046653747,,,-0.01330239772796631,-0.04841409038635902,-0.011268390473548412,0.01149815320968628,-0.016058014498816595,-0.006875555204183135,-0.00686861224549239,6.942958690744677e-06
2020-04-21,21,0.15,0.15,18,231.95,499.0,0.0,0.302041367522128,0.07209423501031972,0.01739936562792037,-0.005739450454711914,0.0025959163904190063,0.00966276228427887,,,0.016733503341674803,-0.019431836996227504,0.012506632500144204,2.0186106363932293e-05,0.019682912265553194,0.024168542881244846,0.024181060504644716,1.2517623399870258e-05
2020-04-22,21,0.0,0.2,17,236.5,500.0,2.220446049250313e-16,0.30202401121142164,0.07348567076390697,0.016928916779357497,0.020011544227600098,-0.001697486639022827,-0.007030835747718811,,,-0.01153157651424408,-0.016406776390067535,-0.00935527097702666,-0.004822224378585815,-0.013208914548158646,-0.014194511331248083,-0.014186021890850746,8.48944039733636e-06
2020-04-23,21,0.15,0.05,20,255.6,505.0,0.0,0.30192592999682916,0.07411992815070796,0.018110041511332883,0.006791234016418457,0.012618634104728698,0.010802745819091797,,,0.04076641499996185,0.009277650504373014,0.030911395854195396,-0.02456486225128174,0.0442049032763431,0.010328912390622745,0.010337236419602512,8.324028979766261e-06
2020-04-24,21,0.1,0.2,17,191.35,476.0,1.1102230246251565e-16,0.3044616543600173,0.07350662243828984,0.018245113238885065,-0.0031853914260864258,0.014948183298110962,0.003384020924568176,,,0.02043016254901886,0.01118184766091872,0.013981007014477215,0.014365479350090027,0.021946333348751068,-0.010421581749871341,-0.010413145090105337,8.436659766005272e-06
