datetime,portfolio_return_nd3,bench_nd3,cost_nd3,excess_return_nd3,turnover_nd3,portfolio_return_nd4,bench_nd4,cost_nd4,excess_return_nd4,turnover_nd4,excess_diff_nd4_minus_nd3,abs_diff
2020-01-02,0.0,0.018308878,0.0,-0.01830887794494629,0.0,0.0,0.018308878,0.0,-0.01830887794494629,0.0,0.0,0.0
2020-01-03,-4.1545717976987365e-17,-0.0035218596,9.499934547494668e-05,0.0034268603003685177,0.9499934547494666,-4.1545717976987365e-17,-0.0035218596,9.499934547494668e-05,0.0034268603003685177,0.9499934547494666,0.0,0.0
2020-01-06,0.0016839215811233692,0.005208373,3.2504195001532655e-05,-0.003556955683641347,0.3250419500153268,0.0016839215811233334,0.005208373,4.187499300191006e-05,-0.0035663264816417606,0.4187499300191007,-9.370798000413443e-06,9.370798000413443e-06
2020-01-07,-0.003288231024858896,0.0022206306,3.1830567581971574e-05,-0.005540692238192821,0.31830567581971586,-0.0031562032021693214,0.0022206306,4.049610691319262e-05,-0.005417329954834467,0.4049610691319265,0.00012336228335835427,0.00012336228335835427
2020-01-08,0.005128578968445437,-0.00055390596,2.987254275914214e-05,0.005652612389583999,0.2987254275914219,0.0051980506128280046,-0.00055390596,3.9583355900318856e-05,0.005712373220825391,0.3958335590031882,5.976083124139154e-05,5.976083124139154e-05
2020-01-09,0.005721577290723441,0.0046185255,3.019003523708674e-05,0.0010728617504204366,0.30190035237086726,0.0036653563736122404,0.0046185255,3.969656051146385e-05,-0.0009928656919651415,0.3969656051146386,-0.002065727442385578,0.002065727442385578
2020-01-10,-0.007284189023585837,0.0012872219,2.8534195656714027e-05,-0.008599945127811887,0.28534195656714045,-0.007491724641490406,0.0012872219,3.813369728660964e-05,-0.008817080247346351,0.3813369728660961,-0.00021713511953446417,0.00021713511953446417
2020-01-13,0.010386346084262213,0.0023874044,3.019323509841632e-05,0.007968748407330301,0.3019323509841628,0.008902137747906678,0.0023874044,4.0828536833257876e-05,0.006473904769239924,0.40828536833257856,-0.0014948436380903766,0.0014948436380903766
2020-01-14,0.00025847798021706194,0.005496502,2.9835077080039527e-05,-0.005267859019470399,0.2983507708003959,0.001010405144668146,0.005496502,3.769322680027271e-05,-0.004523790004739549,0.3769322680027266,0.0007440690147308502,0.0007440690147308502
2020-01-15,-0.005712703440700606,-0.0021865368,2.9640088125301274e-05,-0.0035558067398854774,0.29640088125301245,-0.0023455436386290514,-0.0021865368,3.838220512350835e-05,-0.00019738905481213006,0.38382205123508295,0.0033584176850733473,0.0033584176850733473
2020-01-16,0.012394555321782144,0.012235165,2.8626380331739674e-05,0.0001307642991164201,0.28626380331739565,0.012558772205085013,0.012235165,3.8844212794835046e-05,0.0002847633499561931,0.3884421279483502,0.000153999050839773,0.000153999050839773
2020-01-17,-0.0022066355098288677,-0.005412221,2.9015699877302582e-05,0.003176569745188849,0.2901569987730254,-0.0011054114081811151,-0.005412221,3.7927681465732644e-05,0.004268881865248171,0.3792768146573252,0.001092312120059322,0.001092312120059322
2020-01-21,-0.00469141284139237,0.0016325712,2.8431697595010826e-05,-0.00635241575938533,0.28431697595010913,-0.0030343997153295626,0.0016325712,3.993653580879754e-05,-0.00470690747153631,0.39936535808797546,0.0016455082878490202,0.0016455082878490202
2020-01-22,0.00135582417387182,-0.009054661,2.855188338877842e-05,0.010381933087602182,0.2855188338877846,0.0009344706420698284,-0.009054661,4.2748000689194034e-05,0.009946383438499774,0.4274800068919397,-0.0004355496491024076,0.0004355496491024076
2020-01-23,0.002920883255751085,0.004751444,2.8694127995234823e-05,-0.001859254735159189,0.2869412799523479,0.003351000496906234,0.004751444,3.950908661002531e-05,-0.0014399524526188304,0.39509086610025224,0.0004193022825403586,0.0004193022825403586
2020-01-24,-0.015431734210186366,-0.016551495,2.711875883582342e-05,0.0010926416293664829,0.271187588358235,-0.012634785147135239,-0.016551495,3.745737057306775e-05,0.0038792520806803653,0.37457370573067617,0.0027866104513138822,0.0027866104513138822
2020-01-27,-0.019917096082078888,-0.02552247,3.2656795205970374e-05,0.005572717596958306,0.32656795205970585,-0.021121358839346807,-0.02552247,4.0001273130172984e-05,0.004361110361766184,0.40001273130173054,-0.0012116072351921218,0.0012116072351921218
2020-01-28,0.007283757347932117,0.014613748,3.2890810910231296e-05,-0.007362881059718837,0.3289081091023131,0.007144603046381842,0.014613748,4.0483341331477594e-05,-0.007509627891690358,0.4048334133147754,-0.00014674683197152174,0.00014674683197152174
2020-01-29,-0.0007487051442298539,-0.004863441,3.0393974064789418e-05,0.004084341872153355,0.3039397406478958,0.0026455272934517416,-0.004863441,3.970218850611975e-05,0.0074692660953936205,0.3970218850612012,0.0033849242232402658,0.0033849242232402658
2020-01-30,0.0021506929780618317,0.0020676851,2.978259597589001e-05,5.3225254827640874e-05,0.2978259597589006,7.474800227294547e-05,0.0020676851,4.0191999804671645e-05,-0.0020331291247900267,0.40191999804671275,-0.0020863543796176675,0.0020863543796176675
2020-01-31,-0.021065808260123497,-0.016132057,2.7461115318197703e-05,-0.0049612126623374475,0.27461115318197704,-0.01960669720426051,-0.016132057,3.92868009044197e-05,-0.003513927292060682,0.3928680090441932,0.0014472853702767654,0.0014472853702767654
2020-02-03,0.004523184847186332,0.012202144,3.198421398694629e-05,-0.007710943035929032,0.31984213986946497,0.006078648093683783,0.012202144,3.929166783478702e-05,-0.006162787243279422,0.3929166783478716,0.0015481557926496099,0.0015481557926496099
2020-02-04,0.025404231688494604,0.01789403,3.103153439578903e-05,0.007479170536789245,0.3103153439578872,0.026402922269442654,0.01789403,4.1017187213968216e-05,0.008467875464919117,0.4101718721396839,0.0009887049281298715,0.0009887049281298715
2020-02-05,0.019126347800517515,0.012953401,2.983835009577456e-05,0.0061431088385442995,0.298383500957744,0.019083083115168716,0.012953401,3.8894314476854216e-05,0.00609078818881442,0.3889431447685386,-5.232064972987994e-05,5.232064972987994e-05
2020-02-06,-0.005975192727653338,-0.0005480647,3.076542185769337e-05,-0.005457893440801314,0.3076542185769316,-0.006828230423070394,-0.0005480647,4.006226816409065e-05,-0.006320227982524768,0.40062268164090653,-0.0008623345417234536,0.0008623345417234536
2020-02-07,-0.013140955041957473,0.00018274784,2.968167578742071e-05,-0.013353384558626242,0.2968167578742079,-0.009372830271749372,0.00018274784,3.9900420816015546e-05,-0.009595478533446736,0.39900420816015786,0.003757906025179506,0.003757906025179506
2020-02-10,0.002681227331996076,0.0049341917,2.933640308168165e-05,-0.0022823007748819925,0.2933640308168157,0.003741724616855895,0.0049341917,4.007732315679612e-05,-0.0012325444100972879,0.40077323156795747,0.0010497563647847046,0.0010497563647847046
2020-02-11,0.006600310114729269,0.0029095411,3.0235763207832332e-05,0.003660533221455519,0.3023576320783232,0.005859447763295811,0.0029095411,3.9514228110958536e-05,0.002910392405118935,0.3951422811095815,-0.0007501408163365841,0.0007501408163365841
2020-02-12,0.011070504200896829,0.010516763,3.0421253223966124e-05,0.00052332021421339,0.3042125322396615,0.013003601252495087,0.010516763,4.077000924638738e-05,0.0024460685097892274,0.4077000924638738,0.0019227482955758374,0.0019227482955758374
2020-02-13,-0.012120782576665348,-0.007536292,2.9612194814918528e-05,-0.004614102695369426,0.296121948149188,-0.010390252803115065,-0.007536292,3.8858154068093305e-05,-0.0028928188810723185,0.38858154068093115,0.0017212838142971077,0.0017212838142971077
2020-02-14,-0.0033700743496949312,0.0028927326,3.152440450314195e-05,-0.006294331374437331,0.31524404503142,-0.005237669867271014,0.0028927326,3.8860226047766406e-05,-0.008169262713558039,0.38860226047766155,-0.001874931339120708,0.001874931339120708
2020-02-18,-0.005015487021800351,-0.0003605485,2.78428544921472e-05,-0.004682781380046161,0.2784285449214716,-0.005938489838979499,-0.0003605485,3.804663551436006e-05,-0.0056159879782475206,0.38046635514360266,-0.0009332065982013598,0.0009332065982013598
2020-02-19,0.007403261251243462,-0.00018036366,3.117062626765914e-05,0.007552454280066135,0.3117062626765899,0.0020676606724842096,-0.00018036366,3.918973820716485e-05,0.0022088345893673767,0.3918973820716467,-0.005343619690698759,0.005343619690698759
2020-02-20,-0.003840876494639263,0.0012626648,2.979545991909443e-05,-0.005133336749480233,0.29795459919094464,0.005465007130896188,0.0012626648,3.9651790744134454e-05,0.004162690545230179,0.39651790744134974,0.00929602729471041,0.00929602729471041
2020-02-21,-0.013570514847165805,-0.014952242,2.9809544035384636e-05,0.0013519179832189763,0.29809544035384644,-0.01027490664447289,-0.014952242,3.9025043388382134e-05,0.004638310686558894,0.3902504338838218,0.0032863927033399175,0.0032863927033399175
2020-02-24,-0.03425380448909883,-0.03712511,2.7001739406829975e-05,0.0028443043977150434,0.2700173940683019,-0.03227273969890757,-0.03712511,3.782336522815092e-05,0.00481454756208498,0.37823365228151,0.0019702431643699365,0.0019702431643699365
2020-02-25,-0.03703723725433196,-0.03209877,2.897207435985148e-05,-0.0049674391870902475,0.2897207435985158,-0.03589215547047521,-0.03209877,3.857351072047889e-05,-0.003831958839594126,0.38573510720478915,0.0011354803474961216,0.0011354803474961216
2020-02-26,-0.010739137359188697,0.021389365,2.8591726567208014e-05,-0.03215709428198393,0.2859172656720785,-0.010545424561519072,0.021389365,4.122718496558837e-05,-0.03197601694271269,0.4122718496558832,0.00018107733927124475,0.00018107733927124475
2020-02-27,-0.04042115049841,-0.024399698,2.9414671603675437e-05,-0.01605086738940454,0.29414671603675063,-0.04069602740596508,-0.024399698,3.917021141964401e-05,-0.01633549983677559,0.39170211419643236,-0.00028463244737104987,0.00028463244737104987
2020-02-28,0.004508418037960189,-0.02599448,2.9137479009135795e-05,0.030473760215170537,0.2913747900913578,0.012296459434399123,-0.02599448,3.7964591692935565e-05,0.038252974498925674,0.37964591692936067,0.007779214283755137,0.007779214283755137
2020-03-02,0.021014529408564853,0.029114485,3.011251414943859e-05,-0.008130067892571891,0.30112514149438513,0.010537529493754045,0.029114485,3.947102133053065e-05,-0.01861642631456379,0.3947102133053105,-0.0104863584219919,0.0104863584219919
2020-03-03,-0.03336467289940945,-0.040275097,2.9334613685947834e-05,0.006881089380215151,0.29334613685947625,-0.03467912854022336,-0.040275097,3.707596409927e-05,0.005558892388987914,0.3707596409927066,-0.0013221969912272369,0.0013221969912272369
2020-03-04,0.03265567141327221,0.034595728,2.038430283913633e-05,-0.0019604408100991504,0.20384302839136437,0.03005740634012498,0.034595728,4.073036692510747e-05,-0.004579051947332356,0.4073036692510763,-0.002618611137233205,0.002618611137233205
2020-03-05,-0.06652591705405418,-0.050257266,1.897257831829083e-05,-0.016287624064592932,0.18972578318290717,-0.06424083870098288,-0.050257266,3.9770379562355694e-05,-0.014023343512765692,0.39770379562355873,0.0022642805518272406,0.0022642805518272406
2020-03-06,-0.0206827527220377,-0.013125002,1.6203272547719975e-05,-0.007573953610399628,0.16203272547719838,-0.01169426782939334,-0.013125002,3.391084477764677e-05,0.0013968237100148043,0.3391084477764664,0.008970777320414432,0.008970777320414432
2020-03-09,-0.09872933140152068,-0.028710127,1.6143469985370305e-05,-0.07003534799467499,0.16143469985370085,-0.09551330158177489,-0.028710127,3.902530265008161e-05,-0.06684220000759392,0.3902530265008221,0.003193147987081077,0.003193147987081077
2020-03-10,0.054845847328520665,0.05585742,2.0175359681424096e-05,-0.001031747998812126,0.20175359681423863,0.051964372579083914,0.05585742,4.4283682208170505e-05,-0.003937331070775623,0.44283682208170444,-0.0029055830719634966,0.0029055830719634966
2020-03-11,-0.053757553556413276,-0.07945657,1.7228878128337072e-05,0.025681785329740612,0.17228878128337444,-0.07360885566619373,-0.07945657,3.694409940399515e-05,0.005810767998684505,0.3694409940399557,-0.019871017331056107,0.019871017331056107
2020-03-12,-0.13281114059857452,-0.110017896,1.937610955592805e-05,-0.022812621009583083,0.19376109555928112,-0.13066792709924316,-0.110017896,3.509725871824519e-05,-0.02068512865941404,0.3509725871824523,0.0021274923501690413,0.0021274923501690413
2020-03-13,0.09190693066274055,0.20427132,2.0213966332157675e-05,-0.11238459983191192,0.2021396633215774,0.10368998624905075,0.20427132,4.7014840627680015e-05,-0.10062834511989724,0.47014840627679616,0.011756254712014677,0.011756254712014677
2020-03-16,-0.12712219634097457,-0.108700156,1.3984309496718613e-05,-0.018436024438618265,0.13984309496718447,-0.1388922483514039,-0.108700156,3.0223283705348407e-05,-0.03022231542325622,0.30223283705348686,-0.011786290984637956,0.011786290984637956
2020-03-17,0.02541843533319318,0.09691012,1.8181313723523692e-05,-0.071509865037232,0.18181313723523304,0.06203796624399095,0.09691012,4.146207490558081e-05,-0.03491361488761629,0.4146207490558103,0.03659625014961571,0.03659625014961571
2020-03-18,-0.06309472068756106,0.008749485,1.825375486825643e-05,-0.07186245945829846,0.18253754868256505,-0.07098306392830242,0.008749485,4.138201999879626e-05,-0.07977393096417036,0.4138201999879671,-0.007911471505871903,0.007911471505871903
2020-03-19,0.051932643420997876,-0.046541154,1.9541845599788268e-05,0.09845425596001113,0.1954184559978842,0.06830732680218668,-0.046541154,4.059192191417751e-05,0.11480788926488554,0.40591921914177304,0.01635363330487441,0.01635363330487441
2020-03-20,-0.037359000388383835,0.012868881,2.1138234349744803e-05,-0.05024901984831952,0.21138234349745014,-0.006101711048487871,0.012868881,4.1269214400385826e-05,-0.019011861488474193,0.4126921440038542,0.031237158359845325,0.031237158359845325
2020-03-23,-0.04001925131184281,-0.03198248,1.8913520477278518e-05,-0.00805568335267531,0.18913520477278703,-0.02556637979844805,-0.03198248,3.436464155035022e-05,0.006381737039646374,0.34364641550349706,0.014437420392321685,0.014437420392321685
2020-03-24,0.1229967592253912,0.08259785,2.133155480262238e-05,0.04037757591735372,0.2133155480262185,0.14083516608250296,0.08259785,4.431617088760785e-05,0.05819299815838049,0.44316170887608225,0.017815422241026772,0.017815422241026772
2020-03-25,0.02764655687726612,-0.039715707,2.051166753374647e-05,0.06734175251182588,0.20511667533746333,0.02561368023410574,-0.039715707,4.3086230480975566e-05,0.06528630130571826,0.43086230480975524,-0.002055451206107617,0.002055451206107617
2020-03-26,0.04387969690147126,0.0988245,2.003296508048508e-05,-0.05496483710120688,0.20032965080484913,0.061189758164864196,0.0988245,4.603090289872422e-05,-0.037680773775632184,0.46030902898724646,0.017284063325574694,0.017284063325574694
2020-03-27,-0.047743106861369386,-0.012876332,1.1637255946711208e-05,-0.034878412311133235,0.1163725594671157,-0.03719510001634343,-0.012876332,3.678825947723358e-05,-0.0243555564696378,0.36788259477233726,0.010522855841495433,0.010522855841495433
2020-03-30,0.00790808585855628,0.01063621,1.7814542106337653e-05,-0.002745939125139413,0.1781454210633778,0.007613776110428767,0.01063621,3.8279213656527546e-05,-0.003060713544817116,0.3827921365652768,-0.00031477441967770305,0.00031477441967770305
2020-03-31,-0.0094375532505194,-0.040309787,1.7684046125248005e-05,0.03085454949992518,0.17684046125248515,-0.016267792748090138,-0.040309787,3.861754830884008e-05,0.024003376500170846,0.38617548308840566,-0.006851172999754334,0.006851172999754334
2020-04-01,-0.05771666624722601,0.007862687,1.355942954657972e-05,-0.06559291278767347,0.13559429546579596,-0.08134190730051545,0.007862687,3.725872561065647e-05,-0.08924185313702698,0.3725872561065754,-0.02364894034935351,0.02364894034935351
2020-04-02,0.0005827273428129436,0.022377372,1.8193375442702437e-05,-0.02181283782065466,0.1819337544270213,-0.023117477350592268,0.022377372,4.095441669977805e-05,-0.045535803555316945,0.40954416699778406,-0.023722965734662285,0.023722965734662285
2020-04-03,-0.013699252765451697,-0.008032203,1.8803017809404158e-05,-0.005685853062619012,0.18803017809404005,-0.011524559374860395,-0.008032203,3.9338009283098536e-05,-0.0035316946635014033,0.3933800928309778,0.0021541583991176085,0.0021541583991176085
2020-04-06,0.1007988734976617,0.042307734,1.935427324112282e-05,0.05847178473497966,0.19354273241123168,0.10998264039475675,0.042307734,3.001396032060409e-05,0.06764489194499522,0.30013960320604277,0.00917310721001556,0.00917310721001556
