datetime,excess_return_lo,turnover_lo,excess_return_hi,turnover_hi,excess_diff_hi_minus_lo,abs_diff
2020-01-02,-0.01830887794494629,0.0,-0.01830887794494629,0.0,0.0,0.0
2020-01-03,0.003426860300368667,0.9499934547494666,0.003426860300368667,0.9499934547494666,0.0,0.0
2020-01-06,-0.003529193436472133,0.047419478320316275,-0.003529193436472133,0.047419478320316275,0.0,0.0
2020-01-07,-0.007470595983898432,0.0,-0.007470595983898432,0.0,0.0,0.0
2020-01-08,0.006279458233911285,0.04850231789766777,0.006284308465700907,0.0,4.850231789622038e-06,4.850231789622038e-06
2020-01-09,-0.001121245215819805,0.19495747971774827,-0.0009838883734698037,0.050636108631924644,0.00013735684235000132,0.00013735684235000132
2020-01-10,-0.009151588481806071,0.1842345314282195,-0.008735805353130132,0.22853660278781926,0.0004157831286759391,0.0004157831286759391
2020-01-13,0.007002113353682972,0.1864471276680313,0.0073902024200826,0.14648072732722284,0.0003880890663996283,0.0003880890663996283
2020-01-14,-0.007078612529425365,0.331971873173349,-0.0070613219735275335,0.09550452908188328,1.7290555897831773e-05,1.7290555897831773e-05
2020-01-15,0.001562826979498075,0.008201629370751792,0.003041718245442421,0.002420593537366087,0.001478891265944346,0.001478891265944346
2020-01-16,0.0003455572720857816,0.04866490479369042,-0.0033701884906422452,0.04854625251992921,-0.003715745762728027,0.003715745762728027
2020-01-17,0.007520931499546886,0.2276684573113217,0.006053338053015626,0.23035174578318118,-0.0014675934465312604,0.0014675934465312604
2020-01-21,-0.0035567191160485894,0.10247662740952904,-0.009792202722850888,0.05328290932211676,-0.006235483606802299,0.006235483606802299
2020-01-22,0.0055497052525122995,0.010726379273409298,0.0011318192794321819,0.005816022733881301,-0.004417885973080118,0.004417885973080118
2020-01-23,-0.004474621290548426,0.09679517505161121,-0.0030271364142614283,0.09794811189602433,0.001447484876286998,0.001447484876286998
2020-01-24,0.005569544553067619,0.13421903301994959,3.357781781950386e-05,0.08446600166182011,-0.005535966735248115,0.005535966735248115
2020-01-27,0.01572588751462493,0.2547931092912661,0.0039924069342284615,0.1451783951995657,-0.011733480580396468,0.011733480580396468
2020-01-28,-0.007067537356682462,0.19596765414139417,-0.009360201352231097,0.34977518593638396,-0.002292663995548635,0.002292663995548635
2020-01-29,0.0032998703785058676,0.10490177317187879,0.0019669621450496295,0.10251563324059892,-0.0013329082334562381,0.0013329082334562381
2020-01-30,-0.0020208192123215203,0.1686302304037252,0.0008081064127723355,0.0027193140819562153,0.0028289256250938555,0.0028289256250938555
