datetime,rank_1_20_mean,rank_1_20_n,rank_21_50_mean,rank_21_50_n,rank_51_100_mean,rank_51_100_n
2020-09-04,0.01838032528758049,20,0.014105272479355335,30,0.01222062949091196,50
2020-09-08,-0.02524074912071228,20,-0.01773354969918728,30,-0.015627723187208176,50
2020-09-09,-0.0019960193894803524,20,0.0038731456734240055,30,0.004649852402508259,50
2020-09-10,0.025488147512078285,20,0.009929933585226536,30,0.01679065264761448,50
2020-09-11,-0.00355927343480289,20,0.00573860015720129,30,0.0007410013931803405,50
2020-09-14,0.015365371480584145,20,0.004086866043508053,30,0.004467957187443972,50
2020-09-15,-0.00990460254251957,20,0.0011305331718176603,30,-0.0036856341175734997,50
2020-09-16,-0.013926026411354542,20,-0.011491130106151104,30,-0.011081317439675331,50
2020-09-17,-0.023762023076415062,20,-0.024173976853489876,30,-0.014366217888891697,50
2020-09-18,0.008193460293114185,20,0.004481591749936342,30,0.002398120239377022,50
2020-09-21,-0.028475727885961533,20,-0.027598977088928223,30,-0.022791868075728416,50
2020-09-22,0.00419408967718482,20,0.00017890334129333496,30,0.004821851383894682,50
2020-09-23,0.01604621671140194,20,0.006377190351486206,30,0.014297607354819775,50
2020-09-24,0.025364216417074203,20,0.02480475977063179,30,0.015593653544783592,50
2020-09-25,-0.016694238409399986,20,-0.006659529637545347,30,-0.005006654188036919,50
2020-09-28,0.009661749005317688,20,0.004652075003832579,30,0.006670202128589153,50
2020-09-29,0.012219225987792015,20,0.005267385859042406,30,0.006658879574388266,50
2020-09-30,-0.009563067927956581,20,0.005051280837506056,30,0.005370401311665773,50
2020-10-01,0.021279942244291306,20,0.020750252529978752,30,0.016053685918450356,50
2020-10-02,-0.015573164448142052,20,-0.01124159712344408,30,-0.011485690250992775,50
2020-10-05,0.021373609080910683,20,0.017779596149921417,30,0.01843210496008396,50
2020-10-06,0.01070564053952694,20,0.0134978536516428,30,0.01942504197359085,50
2020-10-07,-0.0006809860351495445,20,0.0002997855481225997,30,-0.0019012594129890203,50
2020-10-08,0.0032747327350080013,20,0.009568980894982815,30,0.008901233784854412,50
2020-10-09,-0.010774532333016396,20,-0.011200531385838985,30,-0.015296044759452343,50
2020-10-12,-0.0008840411901473999,20,-0.0037904183845967054,30,0.0005877685616724193,50
2020-10-13,0.005980694200843573,20,0.008579651825129986,30,0.0020908224396407604,50
2020-10-14,-0.0024310708977282047,20,-0.0028582573868334293,30,0.0005272924900054932,50
2020-10-15,-0.013536808080971241,20,-0.013020697981119156,30,-0.010810187086462975,50
2020-10-16,0.011452505365014076,20,0.007671813014894724,30,0.004737024195492268,50
2020-10-19,-0.011092027649283409,20,-0.0021563449408859015,30,-0.00175802584271878,50
2020-10-20,0.01004619337618351,20,0.017830461263656616,30,0.0074732135981321335,50
2020-10-21,0.009290221147239208,20,0.005752468015998602,30,0.004610799718648195,50
2020-10-22,-0.03208930790424347,20,-0.020749561488628387,30,-0.021139902994036674,50
2020-10-23,-0.010474887676537037,20,-0.01514474581927061,30,-0.008839024230837822,50
2020-10-26,-0.032577820122241974,20,-0.03355998918414116,30,-0.02884279191493988,50
2020-10-27,0.011352154426276684,20,0.010557206347584724,30,0.00886471662670374,50
2020-10-28,0.010837724432349205,20,-0.000140136486152187,30,-0.0010940873762592673,50
2020-10-29,0.02792138233780861,20,0.02186226285994053,30,0.014284022152423859,50
2020-10-30,0.01645178720355034,20,0.022459637373685837,30,0.021650169044733047,50
2020-11-02,-0.02357562817633152,20,0.008586732670664787,30,0.005462614353746176,50
2020-11-03,0.021214772015810013,20,0.014154274947941303,30,0.01785430870950222,50
2020-11-04,-0.009346073493361473,20,-0.00728418817743659,30,-0.00862125027924776,50
2020-11-05,0.0641116052865982,20,0.04872168228030205,30,0.06704095751047134,50
2020-11-06,0.009373140521347523,20,0.007499325089156628,30,0.011377143673598766,50
2020-11-09,-0.01459348201751709,20,-0.019486231729388237,30,-0.013512087985873222,50
2020-11-10,-0.03345443680882454,20,-0.024031639099121094,30,-0.011190047487616539,50
2020-11-11,0.04328525811433792,20,0.040937457233667374,30,0.022128362208604813,50
2020-11-12,0.049362629652023315,20,0.02199999801814556,30,0.012891680933535099,50
2020-11-13,0.011250165291130543,20,-0.004041558597236872,30,-0.003961886279284954,50
2020-11-16,-0.013366135768592358,20,-0.008928078226745129,30,-0.010535703971982002,50
2020-11-17,0.01123719196766615,20,0.002016989281401038,30,0.0035261916927993298,50
2020-11-18,-0.0057203201577067375,20,-0.004247124772518873,30,-0.00338481436483562,50
2020-11-19,0.04109504073858261,20,0.002633460331708193,30,0.004337798338383436,50
2020-11-20,0.025807108730077744,20,0.01818746328353882,30,0.021599112078547478,50
2020-11-23,-0.010321816429495811,20,-0.00848062988370657,30,-0.005681516136974096,50
2020-11-24,-0.0021012574434280396,20,0.0012787481537088752,30,0.003821820020675659,50
2020-11-25,-0.019351527094841003,20,-0.0034162779338657856,30,0.0006820845883339643,50
2020-11-27,0.014587980695068836,20,0.0035074809566140175,30,0.009748374111950397,50
2020-11-30,0.02462529018521309,20,0.007676595356315374,30,-0.004236035514622927,50
2020-12-01,0.011481860652565956,20,-0.0011336783645674586,30,0.002751276595517993,50
2020-12-02,0.05173303931951523,20,0.010955468751490116,30,0.01185846608132124,50
2020-12-03,-0.014422711916267872,20,-0.0015635649906471372,30,-0.006814055610448122,50
2020-12-04,3.8829446566523984e-05,20,-0.0007973750471137464,30,0.003811484668403864,50
2020-12-07,-0.0030739069916307926,20,-0.0021429758053272963,30,0.000255906576057896,50
2020-12-08,0.0023806095123291016,20,-0.00544026680290699,30,-0.0020022380631417036,50
2020-12-09,-0.006489938590675592,20,0.0002684136270545423,30,-0.0022320509888231754,50
2020-12-10,-0.010896498337388039,20,-0.009267568588256836,30,-0.00710742361843586,50
2020-12-11,0.01849503256380558,20,0.01619119383394718,30,0.014527291059494019,50
2020-12-14,-0.007990446873009205,20,-0.0046532172709703445,30,0.0004670476773753762,50
2020-12-15,0.004197371192276478,20,0.008913298137485981,30,0.0055026886984705925,50
2020-12-16,-0.011257002130150795,20,-0.004866667557507753,30,-0.003034058725461364,50
2020-12-17,-0.01097105722874403,20,-0.0029955944046378136,30,-0.00667748786509037,50
2020-12-18,-0.00022688508033752441,20,-0.007029332686215639,30,-0.008894495666027069,50
2020-12-21,0.008655363693833351,20,0.0012836953392252326,30,0.009653626941144466,50
2020-12-22,0.0003521829785313457,20,0.0031753242947161198,30,0.0038626408204436302,50
2020-12-23,0.00974871776998043,20,0.00138888752553612,30,-0.0015959918964654207,50
2020-12-24,-0.005598404910415411,20,-0.005742438603192568,30,-0.0031190705485641956,50
2020-12-28,0.008730867877602577,20,0.005617775488644838,30,0.0050574480555951595,50
2020-12-29,0.005790329072624445,20,0.0028449376113712788,30,0.00873537641018629,50
2020-12-30,-0.012454855255782604,20,-0.015121628530323505,30,-0.011599728837609291,50
2020-12-31,0.017450055107474327,20,0.013754953630268574,30,0.011620131321251392,50
2021-01-04,0.010209232568740845,20,0.028219569474458694,30,0.02306186594069004,50
2021-01-05,0.014372962526977062,20,0.010755004361271858,30,0.011824678629636765,50
2021-01-06,-0.007228055503219366,20,-0.004797174595296383,30,0.003290174063295126,50
2021-01-07,-0.006511607673019171,20,0.0022074321750551462,30,-0.006463146302849054,50
2021-01-08,0.02611030638217926,20,0.00799649115651846,30,-0.0010211110347881913,50
2021-01-11,-0.008774125948548317,20,-0.002913818694651127,30,0.00371761922724545,50
2021-01-12,0.0119781494140625,20,0.002417492913082242,30,-0.00038048982969485223,50
2021-01-13,-0.009362980723381042,20,-0.008334114216268063,30,-0.006057947874069214,50
2021-01-14,-0.004003003239631653,20,-0.0006946205976419151,30,0.004477079026401043,50
2021-01-15,0.004683938808739185,20,0.007635239977389574,30,0.007880529388785362,50
2021-01-19,-0.015149271115660667,20,-0.0036366682033985853,30,-0.006049239542335272,50
2021-01-20,-0.0012623965740203857,20,-0.0033932726364582777,30,-0.0022602940443903208,50
2021-01-21,-0.0041853697039186954,20,0.0008755206945352256,30,-0.00038020015927031636,50
2021-01-22,-0.003213816788047552,20,-0.004250864032655954,30,-0.00245799426920712,50
2021-01-25,-0.028373021632432938,20,-0.022347915917634964,30,-0.02303934656083584,50
2021-01-26,-0.01949356496334076,20,0.01867278665304184,30,0.014827498234808445,50
2021-01-27,-0.017311181873083115,20,-0.021121852099895477,30,-0.016237976029515266,50
2021-01-28,0.016004055738449097,20,0.008455171249806881,30,0.011389312334358692,50
2021-01-29,-0.0032776235602796078,20,0.013232401572167873,30,0.013697884045541286,50
2021-02-01,0.02058301493525505,20,0.008721021935343742,30,0.003334951354190707,50
