datetime,excess_return_lo,turnover_lo,excess_return_hi,turnover_hi,excess_diff_hi_minus_lo,abs_diff
2020-01-02,-0.01830887794494629,0.0,-0.01830887794494629,0.0,0.0,0.0
2020-01-03,0.003426860300368667,0.9499934547494666,0.003426860300368667,0.9499934547494666,0.0,0.0
2020-01-06,-0.003529193436472133,0.047419478320316275,-0.003529193436472133,0.047419478320316275,0.0,0.0
2020-01-07,-0.007470595983898432,0.0,-0.007470595983898432,0.0,0.0,0.0
2020-01-08,0.006284308465700907,0.0,0.006284308465700907,0.0,0.0,0.0
2020-01-09,-0.0009788247626067279,0.0,-0.0009788247626067279,0.0,0.0,0.0
2020-01-10,-0.008538507686213307,0.09668528483419807,-0.008528839157729947,0.0,9.668528483360375e-06,9.668528483360375e-06
2020-01-13,0.006315001038150033,0.23304069222031662,0.007216028438571724,0.04663996354449795,0.000901027400421691,0.000901027400421691
2020-01-14,-0.008416437243468876,0.19542757575264796,-0.009679998619077037,0.2341063729627093,-0.0012635613756081607,0.0012635613756081607
2020-01-15,0.002791480074679837,0.09625749997875663,0.002348544668276421,0.19223260533190475,-0.0004429354064034159,0.0004429354064034159
2020-01-16,-0.0014772422014219298,0.09736078789639757,-0.0007657271900419989,0.18923405951897992,0.000711515011379931,0.000711515011379931
2020-01-17,0.0043436832910906135,0.18703731398747864,0.0011566356918408635,0.09791461147866061,-0.00318704759924975,0.00318704759924975
2020-01-21,-0.009846633135894288,0.15915231538663185,-0.008177900282482118,0.0025102265700141166,0.00166873285341217,0.00166873285341217
2020-01-22,0.003490094242338852,0.004021079167257359,0.0029580592290128806,0.0,-0.0005320350133259715,0.0005320350133259715
2020-01-23,-8.309331898282026e-05,0.04989986369653712,0.0017235724014740262,0.050246827099601744,0.0018066657204568464,0.0018066657204568464
2020-01-24,0.005268771113593523,0.21673943654873987,0.0058652698130325165,0.12942118515835155,0.0005964986994389937,0.0005964986994389937
2020-01-27,0.012387366795244058,0.14531320111536752,0.01661586172651171,0.1951899705125324,0.004228494931267653,0.004228494931267653
2020-01-28,-0.009767246811651408,0.19746669775473724,-0.010289746117011491,0.14298906038482312,-0.0005224993053600836,0.0005224993053600836
2020-01-29,0.004321760014657154,0.004873140547517205,0.0005098470497835571,0.09565209366653298,-0.003811912964873597,0.003811912964873597
2020-01-30,-0.002294892240546528,0.046892434682027494,-0.007780593627156506,0.2853304081779567,-0.0054857013866099775,0.0054857013866099775
