datetime,excess_return_lo,turnover_lo,excess_return_hi,turnover_hi,excess_diff_hi_minus_lo,abs_diff
2020-01-02,-0.01830887794494629,0.0,-0.01830887794494629,0.0,0.0,0.0
2020-01-03,0.003426860300368667,0.9499934547494666,0.003426860300368667,0.9499934547494666,0.0,0.0
2020-01-06,-0.003529193436472133,0.047419478320316275,-0.003529193436472133,0.047419478320316275,0.0,0.0
2020-01-07,-0.007470595983898432,0.0,-0.007470595983898432,0.0,0.0,0.0
2020-01-08,0.006284308465700907,0.0,0.006284308465700907,0.0,0.0,0.0
2020-01-09,-0.0009788247626067279,0.0,-0.0009788247626067279,0.0,0.0,0.0
2020-01-10,-0.008528839157729947,0.0,-0.008528839157729947,0.0,0.0,0.0
2020-01-13,0.007220692434926236,0.0,0.007220692434926236,0.0,0.0,0.0
2020-01-14,-0.009516071761398386,0.0,-0.009516071761398386,0.0,0.0,0.0
2020-01-15,0.005067160442664767,0.0,0.005067160442664767,0.0,0.0,0.0
2020-01-16,-0.0032599463275234334,0.0,-0.0032599463275234334,0.0,0.0,0.0
2020-01-17,0.007213794099712919,0.0,0.007213794099712919,0.0,0.0,0.0
2020-01-21,-0.005400925206650965,0.0,-0.005400925206650965,0.0,0.0,0.0
2020-01-22,0.006039827562923,0.0,0.006039827562923,0.0,0.0,0.0
2020-01-23,6.876819788711672e-05,0.0,6.876819788711672e-05,0.0,0.0,0.0
2020-01-24,0.007109815182682335,0.0,0.007109815182682335,0.0,0.0,0.0
2020-01-27,0.008256707790025047,0.0,0.008256707790025047,0.0,0.0,0.0
2020-01-28,-0.008308945394462787,0.0,-0.008308945394462787,0.0,0.0,0.0
2020-01-29,0.00923946499735745,0.0,0.00923946499735745,0.0,0.0,0.0
2020-01-30,-0.0064795373720007,0.0,-0.0064795373720007,0.0,0.0,0.0
2020-01-31,-0.0009056228085194511,0.0,-0.0009056228085194511,0.0,0.0,0.0
2020-02-03,-0.006551930632821538,0.09811107944040237,-0.006542119524877677,0.0,9.81110794386151e-06,9.81110794386151e-06
2020-02-04,-0.0037129566765909646,0.29238232901258976,-0.0022762756077348255,0.0,0.001436681068856139,0.001436681068856139
2020-02-05,0.0039679476426017655,0.1996540999648253,-0.003715596114527271,0.0,-0.007683543757129037,0.007683543757129037
2020-02-06,-0.0012273163803293529,0.19446648855892387,0.004670257190102524,0.0,0.005897573570431877,0.005897573570431877
2020-02-07,-0.006616613313586533,0.0898789142032793,-0.010736291804267224,0.0,-0.004119678490680691,0.004119678490680691
