segment,raw_annualized_return,excess_annualized_return,excess_daily_std,n_days
rank_1_20,0.18489780224447516,-0.030492896645752388,0.021128096226903946,1006
rank_21_50,0.13294483620398176,-0.08244587600972118,0.01860103693335322,1006
rank_51_100,0.12066947635274129,-0.09472121769590514,0.017676267760209276,1006
