datetime,bench,rank_1_20_excess,rank_1_20_raw,rank_21_50_excess,rank_21_50_raw,rank_51_100_excess,rank_51_100_raw
2020-01-02,0.005208373069763184,-0.0034359812270849943,0.0017723918426781893,-0.003164344932883978,0.0020440281368792057,-0.004079762846231461,0.0011286103399470448
2020-01-03,0.002220630645751953,-0.006236517336219549,-0.004015886690467596,-0.0025596381165087223,-0.0003390073834452778,0.0035537767689675093,0.005774407181888819
2020-01-06,-0.0005539059638977051,0.003575465176254511,0.003021559212356806,0.004004240036010742,0.003450334072113037,0.005025907885283232,0.004472001921385527
2020-01-07,0.004618525505065918,-0.00020418762869667262,0.004414337687194347,-0.0018082777969539165,0.0028102477081120014,-0.00021405577717814595,0.004404469858855009
2020-01-08,0.001287221908569336,-0.0010400175815448165,0.000247204297920689,-0.002336225938051939,-0.001049004029482603,-0.0031680965330451727,-0.0018808746244758368
2020-01-09,0.002387404441833496,-0.002315619494765997,7.178485248005018e-05,0.004722837824374437,0.007110242266207933,0.006859334651380777,0.00924673955887556
2020-01-10,0.005496501922607422,-0.0016111284494400024,0.0038853734731674194,-0.0027393936179578304,0.0027571083046495914,-0.0019153929315507412,0.0035811089910566807
2020-01-13,-0.0021865367889404297,0.004037344362586737,0.0018508076900616288,0.0009019653080031276,-0.0012845714809373021,0.00443410174921155,0.0022475647274404764
2020-01-14,0.012235164642333984,-0.00563774723559618,0.006597417406737804,-0.0022444864735007286,0.009990678168833256,-0.0021989799570292234,0.010036184452474117
2020-01-15,-0.0054122209548950195,0.005333825945854187,-7.839500904083252e-05,0.007942338474094868,0.002530117752030492,0.0061990260146558285,0.0007868051761761308
2020-01-16,0.0016325712203979492,-0.004334497265517712,-0.002701926277950406,-0.008722829632461071,-0.007090258412063122,-0.005545241758227348,-0.003912670537829399
2020-01-17,-0.00905466079711914,0.002466481877490878,-0.006588178686797619,0.005626525264233351,-0.0034281353000551462,0.007315695285797119,-0.0017389655113220215
2020-01-21,0.004751443862915039,-0.0052598328329622746,-0.0005083888536319137,-0.006953253410756588,-0.002201809547841549,-0.0026768697425723076,0.0020745741203427315
2020-01-22,-0.016551494598388672,-0.001810166286304593,-0.018361661583185196,0.0028150081634521484,-0.013736486434936523,0.005894816946238279,-0.010656677186489105
2020-01-23,-0.025522470474243164,0.0024675875902175903,-0.023054882884025574,0.008401789702475071,-0.017120681703090668,0.009946741163730621,-0.015575729310512543
2020-01-24,0.014613747596740723,-0.009681197814643383,0.00493254978209734,-0.002327191876247525,0.012286555953323841,-0.003729267045855522,0.0108844805508852
2020-01-27,-0.004863440990447998,0.004560613539069891,-0.0003028273640666157,0.006482283119112253,0.001618842245079577,-0.0029149127658456564,-0.007778353523463011
2020-01-28,0.0020676851272583008,-0.0019481986528262496,0.00011948645260417834,-0.0010942041408270597,0.0009734809282235801,-0.0003745722642634064,0.0016931128920987248
2020-01-29,-0.016132056713104248,-0.006230688188225031,-0.02236274443566799,-0.0060127717442810535,-0.022144827991724014,-0.0035459387581795454,-0.019677994772791862
2020-01-30,0.012202143669128418,-0.00526052713394165,0.006941616535186768,-0.007638041395694017,0.0045641022734344006,-0.005220478866249323,0.006981664802879095
2020-01-31,0.01789402961730957,0.005371409468352795,0.02326544001698494,-0.0003570218977984041,0.017537007108330727,-0.001473640208132565,0.016420388594269753
2020-02-03,0.012953400611877441,0.008958378806710243,0.021911779418587685,0.0031011898536235094,0.016054591163992882,0.000711370725184679,0.013664770871400833
2020-02-04,-0.0005480647087097168,1.6885995137272403e-05,-0.0005311787244863808,-5.8571498811943457e-05,-0.0006066362257115543,-0.0014261412434279919,-0.0019742059521377087
2020-02-05,0.00018274784088134766,-0.010739046148955822,-0.010556298308074474,-0.010000025853514671,-0.009817278012633324,-0.009448511525988579,-0.009265763685107231
2020-02-06,0.004934191703796387,-0.0012714117765426636,0.003662779927253723,-0.001791536808013916,0.0031426548957824707,0.002777695655822754,0.007711887359619141
2020-02-07,0.002909541130065918,0.011121049523353577,0.014030590653419495,0.0011504610301926732,0.004060002043843269,0.0029055189806967974,0.005815060343593359
2020-02-10,0.010516762733459473,0.0025205551646649837,0.013037318363785744,-0.002310639712959528,0.008206123486161232,-0.005229460075497627,0.005287302657961845
2020-02-11,-0.00753629207611084,0.0021861910354346037,-0.0053501008078455925,0.005873602814972401,-0.0016626894939690828,0.0031333863735198975,-0.004402905702590942
2020-02-12,0.002892732620239258,-0.005610740277916193,-0.002718007657676935,-0.0008622984169051051,0.0020304343197494745,-0.0033627687953412533,-0.00047003626241348684
2020-02-13,-0.0003605484962463379,-0.0054201423190534115,-0.005780690815299749,-0.0015094558475539088,-0.0018700043438002467,-0.005046458449214697,-0.005407006945461035
2020-02-14,-0.00018036365509033203,0.005773910786956549,0.005593547131866217,0.0038144488353282213,0.0036340851802378893,0.0053656576201319695,0.005185293965041637
2020-02-18,0.001262664794921875,0.0030385851860046387,0.004301249980926514,-0.0014918108936399221,-0.00022914608416613191,0.005391956772655249,0.006654621567577124
2020-02-19,-0.014952242374420166,0.0037880868185311556,-0.011164155788719654,0.0034427226055413485,-0.011509520001709461,0.007970754988491535,-0.006981487385928631
2020-02-20,-0.0371251106262207,0.006611934397369623,-0.030513176694512367,-0.00017696022405289114,-0.03730206936597824,0.007009789813309908,-0.030115317553281784
2020-02-21,-0.03209877014160156,-0.01029733382165432,-0.04239610582590103,-0.0032047906424850225,-0.03530355915427208,-0.0015267800772562623,-0.03362555056810379
2020-02-24,0.021389365196228027,-0.03175713121891022,-0.01036776602268219,-0.03449952229857445,-0.01311015710234642,-0.033502429723739624,-0.012113065458834171
2020-02-25,-0.02439969778060913,-0.01622627303004265,-0.04062597081065178,-0.018065115436911583,-0.042464811354875565,-0.01916370540857315,-0.04356340318918228
2020-02-26,-0.025994479656219482,0.050280652940273285,0.0242861770093441,0.013362626545131207,-0.012631853111088276,0.005653239320963621,-0.020341239869594574
2020-02-27,0.029114484786987305,-0.017098864540457726,0.01201562024652958,0.017215954139828682,0.046330440789461136,0.014506420120596886,0.04362090677022934
2020-02-28,-0.04027509689331055,0.006118470337241888,-0.03415662795305252,0.009202701039612293,-0.031072396785020828,0.01779368706047535,-0.022481413558125496
2020-03-02,0.03459572792053223,0.012939965352416039,0.047535695135593414,0.012769653461873531,0.04736538231372833,-0.0006137144519016147,0.033982012420892715
2020-03-03,-0.05025726556777954,-0.0077410549856722355,-0.05799832195043564,0.014101356267929077,-0.036155905574560165,0.017730489373207092,-0.03252677619457245
2020-03-04,-0.013125002384185791,-0.004415875766426325,-0.01754087768495083,-0.002572482917457819,-0.015697484835982323,-0.013431099243462086,-0.026556100696325302
2020-03-05,-0.028710126876831055,-0.11208115518093109,-0.14079128205776215,-0.06267023086547852,-0.09138035029172897,-0.06175412982702255,-0.09046425670385361
2020-03-06,0.05585741996765137,0.012629148550331593,0.06848657131195068,-0.003645445918664336,0.052211977541446686,-0.0063211750239133835,0.04953624680638313
2020-03-09,-0.07945656776428223,-2.9447674023685977e-05,-0.07948601245880127,0.00504269590601325,-0.07441387325525284,0.02402346208691597,-0.05543310567736626
2020-03-10,-0.11001789569854736,-0.04634437710046768,-0.15636226534843445,-0.04032569006085396,-0.15034359693527222,0.00809487234801054,-0.10192301869392395
2020-03-11,0.2042713165283203,-0.09317668527364731,0.111094631254673,-0.12631061673164368,0.07796070724725723,-0.13909347355365753,0.06517784297466278
2020-03-12,-0.10870015621185303,-0.04060643911361694,-0.14930658042430878,-0.04659894481301308,-0.1552990972995758,-0.025592993944883347,-0.13429315388202667
2020-03-13,0.09691011905670166,-0.06279020011425018,0.03411991894245148,-0.03462661802768707,0.062283504754304886,-0.05337344482541084,0.04353667423129082
2020-03-16,0.00874948501586914,-0.10984353721141815,-0.1010940670967102,-0.1110212504863739,-0.10227176547050476,-0.11206945776939392,-0.10331997275352478
2020-03-17,-0.04654115438461304,0.14746400713920593,0.10092286765575409,0.11898218095302582,0.07244101911783218,0.0724065750837326,0.025865426287055016
2020-03-18,0.012868881225585938,-0.02285184897482395,-0.009982967749238014,-0.04271618649363518,-0.02984730340540409,-0.05620437487959862,-0.04333549365401268
2020-03-19,-0.031982481479644775,0.027279820293188095,-0.004702660255134106,0.010823311284184456,-0.02115917019546032,0.0017802631482481956,-0.030202217400074005
2020-03-20,0.08259785175323486,0.09665787220001221,0.17925573885440826,0.027104301378130913,0.10970214754343033,0.037945594638586044,0.12054344266653061
