datetime,excess_return_lo,turnover_lo,excess_return_hi,turnover_hi,excess_diff_hi_minus_lo,abs_diff
2020-01-02,-0.01830887794494629,0.0,-0.01830887794494629,0.0,0.0,0.0
2020-01-03,0.003426860300368667,0.9499934547494666,0.003426860300368667,0.9499934547494666,0.0,0.0
2020-01-06,-0.003529193436472133,0.047419478320316275,-0.003529193436472133,0.047419478320316275,0.0,0.0
2020-01-07,-0.007470595983898432,0.0,-0.007470595983898432,0.0,0.0,0.0
2020-01-08,0.006284308465700907,0.0,0.006284308465700907,0.0,0.0,0.0
2020-01-09,-0.0009838883734698037,0.050636108631924644,-0.0009788247626067279,0.0,5.063610863075864e-06,5.063610863075864e-06
2020-01-10,-0.008735805353130132,0.22853660278781926,-0.008538507686213307,0.09668528483419807,0.00019729766691682464,0.00019729766691682464
2020-01-13,0.0073902024200826,0.14648072732722284,0.006315001038150033,0.23304069222031662,-0.0010752013819325668,0.0010752013819325668
2020-01-14,-0.0070613219735275335,0.09550452908188328,-0.008416437243468876,0.19542757575264796,-0.0013551152699413423,0.0013551152699413423
2020-01-15,0.003041718245442421,0.002420593537366087,0.002791480074679837,0.09625749997875663,-0.00025023817076258404,0.00025023817076258404
2020-01-16,-0.0033701884906422452,0.04854625251992921,-0.0014772422014219298,0.09736078789639757,0.0018929462892203154,0.0018929462892203154
2020-01-17,0.006053338053015626,0.23035174578318118,0.0043436832910906135,0.18703731398747864,-0.0017096547619250124,0.0017096547619250124
2020-01-21,-0.009792202722850888,0.05328290932211676,-0.009846633135894288,0.15915231538663185,-5.443041304339924e-05,5.443041304339924e-05
2020-01-22,0.0011318192794321819,0.005816022733881301,0.003490094242338852,0.004021079167257359,0.0023582749629066702,0.0023582749629066702
2020-01-23,-0.0030271364142614283,0.09794811189602433,-8.309331898282026e-05,0.04989986369653712,0.002944043095278608,0.002944043095278608
2020-01-24,3.357781781950386e-05,0.08446600166182011,0.005268771113593523,0.21673943654873987,0.005235193295774019,0.005235193295774019
2020-01-27,0.0039924069342284615,0.1451783951995657,0.012387366795244058,0.14531320111536752,0.008394959861015596,0.008394959861015596
2020-01-28,-0.009360201352231097,0.34977518593638396,-0.009767246811651408,0.19746669775473724,-0.0004070454594203108,0.0004070454594203108
2020-01-29,0.0019669621450496295,0.10251563324059892,0.004321760014657154,0.004873140547517205,0.0023547978696075245,0.0023547978696075245
2020-01-30,0.0008081064127723355,0.0027193140819562153,-0.002294892240546528,0.046892434682027494,-0.0031029986533188635,0.0031029986533188635
